 1991    0.3967    0.3748    0.4307    0.4542    0.4571    0.4487    0.4485    0.4461    0.4522    0.4468    0.4349    0.4252    0.4127    0.4148    0.4175    0.4200    0.4240    0.4241    0.4264    0.4298    0.4375    0.4423    0.4459    0.4477    0.4533    0.4522    0.4597    0.4672    0.4673    0.4706    0.4739    0.4757    0.4800    0.4842    0.4887    0.4927
 1992    0.4532    0.4519    0.5156    0.5487    0.5468    0.5653    0.5681    0.5658    0.5683    0.5519    0.5452    0.5429    0.5387    0.5441    0.5418    0.5357    0.5285    0.5259    0.5198    0.5178    0.5171    0.5127    0.5064    0.5072    0.5064    0.5027    0.5033    0.5088    0.5141    0.5193    0.5228    0.5252    0.5270    0.5327    0.5336    0.5353
 1993    0.7770    0.6285    0.6105    0.6499    0.6584    0.6470    0.6500    0.6466    0.6457    0.6301    0.6228    0.6246    0.6243    0.6233    0.6266    0.6261    0.6252    0.6203    0.6120    0.5953    0.5799    0.5760    0.5768    0.5768    0.5764    0.5706    0.5731    0.5752    0.5766    0.5802    0.5844    0.5885    0.5950    0.6035    0.6094    0.6143
 1994    0.8592    0.7620    0.7175    0.7287    0.7645    0.7799    0.7842    0.7315    0.7462    0.7388    0.7424    0.7376    0.7336    0.7413    0.7473    0.7398    0.7443    0.7555    0.7496    0.7437    0.7451    0.7423    0.7462    0.7468    0.7466    0.7365    0.7413    0.7395    0.7330    0.7275    0.7175    0.7075    0.6974    0.6891    0.6898    0.6911
 1995    1.0980    0.8925    0.8641    0.9160    0.9304    0.9442    0.9637    0.9176    0.9373    0.9578    0.9752    0.9634    0.9554    0.9589    0.9581    0.9509    0.9462    0.9397    0.9220    0.9035    0.8830    0.8701    0.8676    0.8633    0.8537    0.8370    0.8251    0.8169    0.8150    0.8106    0.8065    0.7959    0.7761    0.7510    0.7447    0.7460
 1996    1.3119    1.0909    1.0793    1.1385    1.1919    1.2254    1.2430    1.1606    1.1765    1.1758    1.1758    1.1770    1.1838    1.1693    1.1373    1.1074    1.1008    1.0965    1.0839    1.0769    1.0684    1.0655    1.0554    1.0438    1.0338    1.0123    0.9997    0.9883    0.9773    0.9602    0.9480    0.9388    0.9342    0.9220    0.9114    0.9023
 1997    1.3946    1.0685    0.9829    1.0374    1.1170    1.1159    1.1254    1.0718    1.0841    1.0866    1.0982    1.1060    1.1080    1.1080    1.1099    1.1047    1.1015    1.1028    1.0950    1.0889    1.0927    1.0952    1.0967    1.0902    1.0850    1.0637    1.0538    1.0355    1.0144    0.9870    0.9552    0.9438    0.9301    0.9172    0.9107    0.9113
 1998    1.1546    1.0618    1.0952    1.1761    1.1852    1.1676    1.1692    1.1487    1.1506    1.1531    1.1337    1.1206    1.1143    1.1152    1.1214    1.1129    1.1101    1.1003    1.0871    1.0775    1.0733    1.0658    1.0477    1.0354    1.0233    1.0097    1.0039    0.9918    0.9789    0.9730    0.9686    0.9591    0.9538    0.9507    0.9459    0.9437
 1999    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000    1.0000
 2000    0.8277    0.8860    0.8782    0.8631    0.8890    0.8984    0.9430    0.9648    0.9685    0.9710    0.9801    0.9896    0.9946    1.0071    1.0143    1.0166    1.0133    1.0094    1.0051    1.0050    1.0162    1.0255    1.0276    1.0255    1.0257    1.0225    1.0254    1.0316    1.0337    1.0380    1.0429    1.0394    1.0409    1.0426    1.0358    1.0341
 2001    0.8710    0.8700    0.9508    0.9881    0.9397    0.9313    0.9782    0.9682    0.9812    0.9843    0.9880    0.9973    1.0054    1.0216    1.0259    1.0253    1.0282    1.0208    1.0097    1.0079    1.0129    1.0128    1.0172    1.0198    1.0183    1.0131    1.0146    1.0158    1.0185    1.0189    1.0216    1.0250    1.0314    1.0385    1.0410    1.0462
